,doc_id,sent_idx,context,sentence,uid_mean,uid_std,uid_mad,uid_pwd,uid_range,uid_cv,uid_slope,uid_len
0,f::GUM_academic_art::-1,0,sentence,Aesthetic Appreciation and Spanish Art:,8.942748218774796,5.056777531310493,4.469606764614582,72.61470003015742,15.720600366592407,0.5654612438594742,-0.2662762488637642,8
1,f::GUM_academic_art::-1,0,prev1,Aesthetic Appreciation and Spanish Art:,8.942748218774796,5.056777531310493,4.469606764614582,72.61470003015742,15.720600366592407,0.5654612438594742,-0.2662762488637642,8
2,f::GUM_academic_art::-1,0,prev3,Aesthetic Appreciation and Spanish Art:,8.942748218774796,5.056777531310493,4.469606764614582,72.61470003015742,15.720600366592407,0.5654612438594742,-0.2662762488637642,8
3,f::GUM_academic_art::-1,0,document,Aesthetic Appreciation and Spanish Art:,8.942748218774796,5.056777531310493,4.469606764614582,72.61470003015742,15.720600366592407,0.5654612438594742,-0.2662762488637642,8
4,f::GUM_academic_art::-1,0,"sent[-2,+0]",Aesthetic Appreciation and Spanish Art:,8.942748218774796,5.056777531310493,4.469606764614582,72.61470003015742,15.720600366592407,0.5654612438594742,-0.2662762488637642,8
5,f::GUM_academic_art::-1,0,"sent[-2,+2]",Aesthetic Appreciation and Spanish Art:,8.942748218774796,5.056777531310493,4.469606764614582,72.61470003015742,15.720600366592407,0.5654612438594742,-0.2662762488637642,8
6,f::GUM_academic_art::-1,0,"tok[-64,+0]",Aesthetic Appreciation and Spanish Art:,8.942748218774796,5.056777531310493,4.469606764614582,72.61470003015742,15.720600366592407,0.5654612438594742,-0.2662762488637642,8
7,f::GUM_academic_art::-1,0,"tok[-64,+64]",Aesthetic Appreciation and Spanish Art:,8.942748218774796,5.056777531310493,4.469606764614582,72.61470003015742,15.720600366592407,0.5654612438594742,-0.2662762488637642,8
8,f::GUM_academic_art::-1,1,sentence,Insights from Eye-Tracking,7.076039569718497,4.640515091054255,4.282744324937158,64.80769008270066,11.968151688575745,0.6558068316792732,-0.745004973241261,7
9,f::GUM_academic_art::-1,1,prev1,Insights from Eye-Tracking,7.847097788538251,6.804260480477146,5.783590253518552,113.48871479996667,19.645743489265442,0.8671053507725736,-1.4983692296913695,7
